Account Name,DUAL-INCOME HOUSEHOLD WITH A CHILD
Account Number,______4898

Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
12 Jul 2026,12 Jul 2026,UPI/594342559126/MAHANAGAR GAS BILL PAY/MGAS,,1019.42,,1085233.03
14 Jul 2026,14 Jul 2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,1084496.03
16 Jul 2026,16 Jul 2026,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,1082477.03
16 Jul 2026,16 Jul 2026,UPI/491303330262/BEHROUZ BIRYANI/PAYTM,,826.11,,1081650.92
16 Jul 2026,16 Jul 2026,UPI/701639737264/NAMMA YATRI/AXIS,,206.63,,1081444.29
18 Jul 2026,18 Jul 2026,UPI/892227217783/SWIGGY FOOD ORDER/HDFC,,908.45,,1080535.84
19 Jul 2026,19 Jul 2026,ACH DR GOOGLE ONE STORAGE,,266.00,,1080269.84
19 Jul 2026,19 Jul 2026,POS 4433XXXXXXXX7417 DMART AVENUE SUPERMARTS,,6214.00,,1074055.84
19 Jul 2026,19 Jul 2026,POS 5149XXXXXXXX6964 THIRD WAVE COFFEE,,488.26,,1073567.58
19 Jul 2026,19 Jul 2026,UPI/777577840225/CRED CLUB CREDIT CARD BILL/AXIS,,14546.15,,1059021.43
20 Jul 2026,20 Jul 2026,UPI/207883346766/BARBEQUE NATION HOSP/HDFC,,4223.64,,1054797.79
20 Jul 2026,20 Jul 2026,UPI/701567120436/NYKAA ECOMM/ICIC,,3429.56,,1051368.23
21 Jul 2026,21 Jul 2026,POS 5174XXXXXXXX7452 DMART AVENUE SUPERMARTS,,5147.79,,1046220.44
21 Jul 2026,21 Jul 2026,UPI/725433968267/PAYTM FASTAG RECHARGE/PYTM,,765.48,,1045454.96
22 Jul 2026,22 Jul 2026,IMPS CR-135591285-PERFORMANCE INCENTIVE PAYOUT,,,40505.57,1085960.53
24 Jul 2026,24 Jul 2026,POS 4447XXXXXXXX6572 MCDONALDS INDIA PVT,,508.51,,1085452.02
24 Jul 2026,24 Jul 2026,POS 4472XXXXXXXX8901 HPCL PETROL PUMP,,5605.14,,1079846.88
25 Jul 2026,25 Jul 2026,POS 4167XXXXXXXX4082 MCDONALDS INDIA PVT,,944.40,,1078902.48
25 Jul 2026,25 Jul 2026,UPI/959728978783/ZEPTO NOW/YESB,,1662.99,,1077239.49
29 Jul 2026,29 Jul 2026,POS 5274XXXXXXXX7934 CHAAYOS TEA CAFE,,421.32,,1076818.17
30 Jul 2026,30 Jul 2026,POS 4638XXXXXXXX8337 HPCL PETROL PUMP,,3429.30,,1073388.87
31 Jul 2026,31 Jul 2026,UPI/721112785902/COUNTRY DELIGHT MILK/AXIS,,896.97,,1072491.90
01 Aug 2026,01 Aug 2026,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY AUG26,,,333678.00,1406169.90
01 Aug 2026,01 Aug 2026,POS 5127XXXXXXXX4037 CHAAYOS TEA CAFE,,301.20,,1405868.70
02 Aug 2026,02 Aug 2026,UPI/161872256662/DOMINOS PIZZA IND/ICIC,,1160.22,,1404708.48
02 Aug 2026,02 Aug 2026,UPI/525750139224/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,1352708.48
02 Aug 2026,02 Aug 2026,UPI/580765588912/UBER INDIA SYSTEMS/HDFC,,435.27,,1352273.21
